State/District/Pincode,Year,Quarter,Registered_Users
334001,2022,1,231262
313001,2022,1,228203
302015,2022,1,213355
302017,2022,1,210495
jaipur,2022,2,5409763
alwar,2022,2,1661785
jodhpur,2022,2,1444490
sikar,2022,2,1074986
ajmer,2022,2,998746
nagaur,2022,2,952752
kota,2022,2,931689
bhilwara,2022,2,921021
udaipur,2022,2,862053
jhunjhunu,2022,2,795815
302012,2022,2,399537
311001,2022,2,291700
302029,2022,2,286572
302020,2022,2,259218
301001,2022,2,244138
334001,2022,2,243611
302001,2022,2,243317
313001,2022,2,240292
302015,2022,2,224395
302017,2022,2,221344
jaipur,2022,3,5696726
alwar,2022,3,1755844
jodhpur,2022,3,1517702
sikar,2022,3,1133443
ajmer,2022,3,1050146
nagaur,2022,3,1001401
kota,2022,3,982248
bhilwara,2022,3,971352
udaipur,2022,3,908034
jhunjhunu,2022,3,839052
302012,2022,3,420931
311001,2022,3,307471
302029,2022,3,301977
302020,2022,3,272359
301001,2022,3,257331
334001,2022,3,256340
302001,2022,3,255437
313001,2022,3,252805
302015,2022,3,235747
302017,2022,3,232516
jaipur,2022,4,5975863
alwar,2022,4,1843138
jodhpur,2022,4,1583620
sikar,2022,4,1185927
ajmer,2022,4,1097266
nagaur,2022,4,1043562
kota,2022,4,1031196
bhilwara,2022,4,1017032
udaipur,2022,4,949767
jhunjhunu,2022,4,876787
302012,2022,4,442071
311001,2022,4,323050
302029,2022,4,317257
302020,2022,4,285618
301001,2022,4,270375
334001,2022,4,268334
302001,2022,4,267759
313001,2022,4,265014
302015,2022,4,247217
302017,2022,4,243904
jaipur,2023,1,6247095
alwar,2023,1,1931404
jodhpur,2023,1,1654436
sikar,2023,1,1241633
ajmer,2023,1,1146113
nagaur,2023,1,1091225
kota,2023,1,1079455
bhilwara,2023,1,1065499
udaipur,2023,1,992940
jhunjhunu,2023,1,917983
302012,2023,1,461897
311001,2023,1,337956
302029,2023,1,331769
302020,2023,1,298297
301001,2023,1,282869
334001,2023,1,280477
302001,2023,1,279611
313001,2023,1,276547
302015,2023,1,258169
302017,2023,1,254674
jaipur,2023,2,6490210
alwar,2023,2,2015122
jodhpur,2023,2,1723274
sikar,2023,2,1295705
ajmer,2023,2,1191890
nagaur,2023,2,1140617
kota,2023,2,1123468
bhilwara,2023,2,1112475
udaipur,2023,2,1034200
jhunjhunu,2023,2,957879
302012,2023,2,479744
311001,2023,2,351000
302029,2023,2,344591
302020,2023,2,308962
301001,2023,2,293892
334001,2023,2,291407
302001,2023,2,289431
313001,2023,2,287049
302015,2023,2,267121
302017,2023,2,263717
jaipur,2023,3,6745507
alwar,2023,3,2100632
jodhpur,2023,3,1793526
sikar,2023,3,1350861
ajmer,2023,3,1240780
nagaur,2023,3,1190241
kota,2023,3,1170118
bhilwara,2023,3,1161222
udaipur,2023,3,1075658
jhunjhunu,2023,3,998478
302012,2023,3,498043
311001,2023,3,365520
302029,2023,3,357851
302020,2023,3,320466
301001,2023,3,305791
334001,2023,3,302841
302001,2023,3,299989
313001,2023,3,297717
302015,2023,3,276962
302017,2023,3,273466
jaipur,2023,4,6983265
alwar,2023,4,2179932
jodhpur,2023,4,1857340
sikar,2023,4,1402231
ajmer,2023,4,1284233
nagaur,2023,4,1236331
kota,2023,4,1214016
bhilwara,2023,4,1205003
udaipur,2023,4,1115611
jhunjhunu,2023,4,1036803
302012,2023,4,515213
311001,2023,4,378300
302029,2023,4,370502
302020,2023,4,330864
301001,2023,4,316700
334001,2023,4,313023
302001,2023,4,309686
313001,2023,4,308034
302015,2023,4,285803
302017,2023,4,282421
jaipur,2024,1,7253881
alwar,2024,1,2270393
jodhpur,2024,1,1933181
sikar,2024,1,1461236
ajmer,2024,1,1334929
nagaur,2024,1,1290786
kota,2024,1,1264105
bhilwara,2024,1,1256777
udaipur,2024,1,1161696
jhunjhunu,2024,1,1080420
302012,2024,1,534636
311001,2024,1,393041
302029,2024,1,384732
302020,2024,1,343084
301001,2024,1,329131
334001,2024,1,324796
302001,2024,1,320984
313001,2024,1,319637
302015,2024,1,296303
302017,2024,1,292669
jaipur,2024,2,7522194
alwar,2024,2,2357624
jodhpur,2024,2,2004056
sikar,2024,2,1517703
ajmer,2024,2,1384040
nagaur,2024,2,1340651
kota,2024,2,1312699
bhilwara,2024,2,1304282
udaipur,2024,2,1205522
jhunjhunu,2024,2,1122057
302012,2024,2,554198
311001,2024,2,407743
302029,2024,2,399051
302020,2024,2,355254
301001,2024,2,341602
334001,2024,2,336357
302001,2024,2,332348
313001,2024,2,331295
302015,2024,2,306967
302017,2024,2,303242
jaipur,2024,3,5219354
jaipur rural,2024,3,1430124
kota,2024,3,1348463
sikar,2024,3,1185364
jodhpur,2024,3,1154160
udaipur,2024,3,1145180
bikaner,2024,3,1138132
alwar,2024,3,1057687
ajmer,2024,3,1011766
bhilwara,2024,3,934621
302012,2024,3,590885
302029,2024,3,429792
313001,2024,3,407874
301001,2024,3,395851
334001,2024,3,382863
302020,2024,3,373776
311001,2024,3,357727
324005,2024,3,317684
302017,2024,3,309145
332001,2024,3,306609
jaipur,2024,4,5371681
jaipur rural,2024,4,1471885
kota,2024,4,1393621
sikar,2024,4,1233678
jodhpur,2024,4,1196146
udaipur,2024,4,1185490
bikaner,2024,4,1180630
alwar,2024,4,1093734
ajmer,2024,4,1046582
bhilwara,2024,4,972156
302012,2024,4,605113
302029,2024,4,439427
313001,2024,4,421551
301001,2024,4,408299
334001,2024,4,397226
302020,2024,4,383775
311001,2024,4,373875
324005,2024,4,328907
332001,2024,4,320037
302017,2024,4,317847
east,2018,1,12749
south,2018,1,3679
west,2018,1,2048
north,2018,1,1575
737101,2018,1,3490
737102,2018,1,2643
737132,2018,1,2313
737135,2018,1,1769
737134,2018,1,1743
737126,2018,1,1175
737113,2018,1,1019
737120,2018,1,994
737136,2018,1,931
737103,2018,1,856
east,2018,2,17767
south,2018,2,5147
west,2018,2,2868
north,2018,2,2315
737101,2018,2,4767
737102,2018,2,3632
737132,2018,2,3280
737134,2018,2,2541
737135,2018,2,2447
737126,2018,2,1652
737120,2018,2,1495
737113,2018,2,1414
737136,2018,2,1257
737103,2018,2,1181
east,2018,3,23460
south,2018,3,6943
west,2018,3,4042
north,2018,3,3192
737101,2018,3,6302
737102,2018,3,4818
737132,2018,3,4053
737134,2018,3,3387
737135,2018,3,3199
737126,2018,3,2325
737120,2018,3,2052
737113,2018,3,1970
737103,2018,3,1626
737136,2018,3,1612
east,2018,4,29948
south,2018,4,8992
west,2018,4,5328
north,2018,4,4270
737101,2018,4,8184
737102,2018,4,6096
737132,2018,4,4951
737134,2018,4,4401
737135,2018,4,4040
737126,2018,4,3058
737120,2018,4,2748
737113,2018,4,2604
737103,2018,4,2161
737136,2018,4,1980
east,2019,1,36124
south,2019,1,11031
west,2019,1,6479
north,2019,1,5322
737101,2019,1,9811
737102,2019,1,7390
737132,2019,1,5823
737134,2019,1,5484
737135,2019,1,4863
737126,2019,1,3693
737120,2019,1,3393
737113,2019,1,3139
737103,2019,1,2669
737136,2019,1,2338
east,2019,2,43048
south,2019,2,13547
west,2019,2,8064
north,2019,2,6340
737101,2019,2,11751
737102,2019,2,8730
737132,2019,2,6732
737134,2019,2,6641
737135,2019,2,5696
737126,2019,2,4655
737120,2019,2,3941
737113,2019,2,3858
737103,2019,2,3239
737121,2019,2,2827
east,2019,3,49404
south,2019,3,16016
west,2019,3,9481
north,2019,3,7227
737101,2019,3,13584
737102,2019,3,9884
737134,2019,3,7809
737132,2019,3,7615
737135,2019,3,6481
737126,2019,3,5557
737113,2019,3,4526
737120,2019,3,4413
737103,2019,3,3643
737121,2019,3,3356
east,2019,4,55340
south,2019,4,18461
west,2019,4,11078
north,2019,4,8093
737101,2019,4,15223
737102,2019,4,11002
737134,2019,4,8964
737132,2019,4,8456
737135,2019,4,7240
737126,2019,4,6464
737113,2019,4,5181
737120,2019,4,4869
737103,2019,4,3999
737121,2019,4,3995
east,2020,1,61820
south,2020,1,21043
west,2020,1,12746
north,2020,1,9022
737101,2020,1,17139
737102,2020,1,12201
737134,2020,1,10222
737132,2020,1,9292
737135,2020,1,8051
737126,2020,1,7462
737113,2020,1,5869
737120,2020,1,5305
737121,2020,1,4720
737103,2020,1,4434
east,2020,2,69829
south,2020,2,24768
west,2020,2,15082
north,2020,2,10242
737101,2020,2,19227
737102,2020,2,13610
737134,2020,2,11915
737132,2020,2,10447
737135,2020,2,9160
737126,2020,2,8958
737113,2020,2,6822
737120,2020,2,5833
737121,2020,2,5749
737103,2020,2,4938
east,2020,3,78018
south,2020,3,28038
west,2020,3,17400
north,2020,3,11317
737101,2020,3,21525
737102,2020,3,15094
737134,2020,3,13624
737132,2020,3,11586
737135,2020,3,10222
737126,2020,3,10158
737113,2020,3,7782
737121,2020,3,6733
737120,2020,3,6342
737103,2020,3,5456
east,2020,4,85770
south,2020,4,31055
west,2020,4,19217
north,2020,4,12501
737101,2020,4,23744
737102,2020,4,16577
737134,2020,4,15077
737132,2020,4,12638
737126,2020,4,11350
737135,2020,4,11169
737113,2020,4,8583
737121,2020,4,7474
737120,2020,4,6926
737103,2020,4,5977
east,2021,1,92502
south,2021,1,33490
west,2021,1,20769
north,2021,1,13452
737101,2021,1,25663
737102,2021,1,17843
737134,2021,1,16236
737132,2021,1,13649
737126,2021,1,12273
737135,2021,1,12017
737113,2021,1,9258
737121,2021,1,8095
737120,2021,1,7423
737103,2021,1,6443
east,2021,2,99077
south,2021,2,35900
west,2021,2,22352
north,2021,2,14411
737101,2021,2,27441
737102,2021,2,19098
737134,2021,2,17409
737132,2021,2,14618
737126,2021,2,13159
737135,2021,2,12879
737113,2021,2,9970
737121,2021,2,8689
737120,2021,2,7948
737103,2021,2,6915
east,2021,3,106352
south,2021,3,38616
west,2021,3,24132
north,2021,3,15593
737101,2021,3,29396
737102,2021,3,20468
737134,2021,3,18740
737132,2021,3,15682
737126,2021,3,14145
737135,2021,3,13811
737113,2021,3,10760
737121,2021,3,9361
737120,2021,3,8604
737103,2021,3,7436
east,2021,4,113537
south,2021,4,41311
west,2021,4,25834
north,2021,4,16725
737101,2021,4,31343
737102,2021,4,21810
737134,2021,4,20001
737132,2021,4,16715
737126,2021,4,15175
737135,2021,4,14764
737113,2021,4,11524
737121,2021,4,10012
737120,2021,4,9245
737103,2021,4,7965
east,2022,1,120360
south,2022,1,43881
west,2022,1,27594
north,2022,1,17781
737101,2022,1,33157
737102,2022,1,23098
737134,2022,1,21281
737132,2022,1,17728
737126,2022,1,16079
737135,2022,1,15654
737113,2022,1,12301
737121,2022,1,10688
737120,2022,1,9820
737103,2022,1,8440
east,2022,2,126666
south,2022,2,46351
west,2022,2,29184
north,2022,2,18793
737101,2022,2,34848
737102,2022,2,24299
737134,2022,2,22433
737132,2022,2,18657
737126,2022,2,16979
737135,2022,2,16506
737113,2022,2,13025
737121,2022,2,11289
737120,2022,2,10381
737103,2022,2,8885
east,2022,3,133152
south,2022,3,48673
west,2022,3,30513
north,2022,3,19687
737101,2022,3,36580
737102,2022,3,25512
737134,2022,3,23630
737132,2022,3,19633
737126,2022,3,17775
737135,2022,3,17399
737113,2022,3,13634
737121,2022,3,11780
737120,2022,3,10901
737103,2022,3,9349
east,2022,4,139175
south,2022,4,50716
west,2022,4,31605
north,2022,4,20472
737101,2022,4,38348
737102,2022,4,26669
737134,2022,4,24659
737132,2022,4,20507
737126,2022,4,18512
737135,2022,4,18170
737113,2022,4,14122
737121,2022,4,12204
737120,2022,4,11369
737103,2022,4,9731
east,2023,1,145199
south,2023,1,52942
west,2023,1,32945
north,2023,1,21354
737101,2023,1,39951
737102,2023,1,27829
737134,2023,1,25736
737132,2023,1,21376
737126,2023,1,19329
737135,2023,1,18992
737113,2023,1,14738
737121,2023,1,12726
737120,2023,1,11868
737103,2023,1,10158
east,2023,2,150852
south,2023,2,55158
west,2023,2,34427
north,2023,2,22291
737101,2023,2,41406
737102,2023,2,28847
737134,2023,2,26811
737132,2023,2,22234
737126,2023,2,20106
737135,2023,2,19740
737113,2023,2,15390
737121,2023,2,13276
737120,2023,2,12382
737103,2023,2,10586
east,2023,3,156600
south,2023,3,57259
west,2023,3,35808
north,2023,3,23162
737101,2023,3,42978
737102,2023,3,29890
737134,2023,3,27814
737132,2023,3,23137
737126,2023,3,20857
737135,2023,3,20546
737113,2023,3,16014
737121,2023,3,13773
737120,2023,3,12857
737103,2023,3,10993
east,2023,4,162011
south,2023,4,59357
west,2023,4,37183
north,2023,4,24024
737101,2023,4,44334
737102,2023,4,30867
737134,2023,4,28882
737132,2023,4,23942
737126,2023,4,21605
737135,2023,4,21325
737113,2023,4,16645
737121,2023,4,14283
737120,2023,4,13330
737103,2023,4,11351
east,2024,1,168229
south,2024,1,61782
west,2024,1,38748
north,2024,1,25062
737101,2024,1,45934
737102,2024,1,32009
737134,2024,1,30066
737132,2024,1,24896
737126,2024,1,22452
737135,2024,1,22179
737113,2024,1,17339
737121,2024,1,14857
737120,2024,1,13901
737103,2024,1,11754
east,2024,2,174348
south,2024,2,64133
west,2024,2,40197
north,2024,2,25972
737101,2024,2,47504
737102,2024,2,33172
737134,2024,2,31252
737132,2024,2,25826
737126,2024,2,23264
737135,2024,2,22982
737113,2024,2,17990
737121,2024,2,15421
737120,2024,2,14416
737103,2024,2,12167
gangtok,2024,3,140362
namchi,2024,3,56951
pakyong,2024,3,50399
mangan,2024,3,24207
gyalshing,2024,3,23625
soreng,2024,3,16767
737101,2024,3,51565
737102,2024,3,34655
737134,2024,3,31469
737126,2024,3,26946
737135,2024,3,23000
737113,2024,3,17266
737136,2024,3,15441
737121,2024,3,15267
737103,2024,3,14233
737132,2024,3,13745
gangtok,2024,4,143928
namchi,2024,4,58886
pakyong,2024,4,51773
gyalshing,2024,4,24563
mangan,2024,4,24321
soreng,2024,4,17277
737101,2024,4,53234
737102,2024,4,35216
737134,2024,4,32413
737126,2024,4,27769
737135,2024,4,23566
737113,2024,4,17996
737136,2024,4,15964
737121,2024,4,15740
737103,2024,4,14549
737132,2024,4,14041
chennai,2018,1,292004
thiruvallur,2018,1,215622
chengalpattu,2018,1,215210
coimbatore,2018,1,170306
kancheepuram,2018,1,136352
salem,2018,1,88288
tiruppur,2018,1,87652
madurai,2018,1,72582
krishnagiri,2018,1,66958
tiruchirappalli,2018,1,62230
600100,2018,1,19254
602105,2018,1,17170
641602,2018,1,17139
635109,2018,1,16386
600042,2018,1,16188
600003,2018,1,16113
600119,2018,1,15020
600056,2018,1,14894
600053,2018,1,13947
600097,2018,1,13934
chennai,2018,2,401349
thiruvallur,2018,2,300210
chengalpattu,2018,2,292432
coimbatore,2018,2,244374
kancheepuram,2018,2,188583
tiruppur,2018,2,128535
salem,2018,2,126830
madurai,2018,2,105957
krishnagiri,2018,2,96842
tiruchirappalli,2018,2,91156
600100,2018,2,26004
641602,2018,2,24485
602105,2018,2,23885
635109,2018,2,23421
600042,2018,2,21630
600003,2018,2,21275
600056,2018,2,20493
600119,2018,2,19870
635126,2018,2,19632
600053,2018,2,19366
chennai,2018,3,511138
thiruvallur,2018,3,381620
chengalpattu,2018,3,368413
coimbatore,2018,3,318461
kancheepuram,2018,3,239985
tiruppur,2018,3,172195
salem,2018,3,164489
madurai,2018,3,138064
krishnagiri,2018,3,128769
tiruchirappalli,2018,3,119661
600100,2018,3,32407
641602,2018,3,32062
602105,2018,3,30685
635109,2018,3,30342
600042,2018,3,27281
600056,2018,3,25710
635126,2018,3,25446
600119,2018,3,25310
600003,2018,3,25211
600053,2018,3,24350
chennai,2018,4,689276
thiruvallur,2018,4,514830
chengalpattu,2018,4,483785
coimbatore,2018,4,415090
kancheepuram,2018,4,318007
tiruppur,2018,4,227253
salem,2018,4,215365
madurai,2018,4,183206
krishnagiri,2018,4,172743
tiruchirappalli,2018,4,160006
600100,2018,4,42866
641602,2018,4,41636
602105,2018,4,40337
635109,2018,4,39553
600042,2018,4,35139
600056,2018,4,34394
635126,2018,4,33327
600119,2018,4,32763
600053,2018,4,32652
600003,2018,4,31780
chennai,2019,1,830586
thiruvallur,2019,1,625908
chengalpattu,2019,1,578045
coimbatore,2019,1,495350
kancheepuram,2019,1,385091
tiruppur,2019,1,273869
salem,2019,1,257624
madurai,2019,1,224783
krishnagiri,2019,1,212859
tiruchirappalli,2019,1,193798
600100,2019,1,51245
641602,2019,1,49716
602105,2019,1,48656
635109,2019,1,48062
600042,2019,1,41510
600056,2019,1,41450
635126,2019,1,40399
600053,2019,1,39199
600119,2019,1,38537
600003,2019,1,38221
chennai,2019,2,969955
thiruvallur,2019,2,733978
chengalpattu,2019,2,667137
coimbatore,2019,2,584160
kancheepuram,2019,2,447527
tiruppur,2019,2,324350
salem,2019,2,302033
madurai,2019,2,268420
krishnagiri,2019,2,252986
tiruchirappalli,2019,2,229886
600100,2019,2,59144
641602,2019,2,58046
635109,2019,2,56022
602105,2019,2,55771
600003,2019,2,51153
600056,2019,2,48134
635126,2019,2,47157
600042,2019,2,47069
600053,2019,2,45586
600116,2019,2,43913
chennai,2019,3,1090190
thiruvallur,2019,3,828137
chengalpattu,2019,3,744424
coimbatore,2019,3,669547
kancheepuram,2019,3,503192
tiruppur,2019,3,371296
salem,2019,3,342259
madurai,2019,3,305793
krishnagiri,2019,3,290478
tiruchirappalli,2019,3,261919
641602,2019,3,66075
600100,2019,3,65467
635109,2019,3,63628
602105,2019,3,62631
600003,2019,3,60506
600056,2019,3,54402
635126,2019,3,53597
600042,2019,3,51880
600053,2019,3,50908
600116,2019,3,49401
chennai,2019,4,1216610
thiruvallur,2019,4,934744
chengalpattu,2019,4,829575
coimbatore,2019,4,767480
kancheepuram,2019,4,564806
tiruppur,2019,4,427694
salem,2019,4,390301
madurai,2019,4,351234
krishnagiri,2019,4,335178
tiruchirappalli,2019,4,299366
641602,2019,4,75544
600100,2019,4,72286
635109,2019,4,72159
602105,2019,4,70089
600003,2019,4,67897
600056,2019,4,60936
635126,2019,4,60812
600042,2019,4,56848
600053,2019,4,56622
600116,2019,4,55253
chennai,2020,1,1340762
thiruvallur,2020,1,1041642
chengalpattu,2020,1,912587
coimbatore,2020,1,868832
kancheepuram,2020,1,626872
tiruppur,2020,1,488697
salem,2020,1,442045
madurai,2020,1,402474
krishnagiri,2020,1,379857
tiruchirappalli,2020,1,339829
641602,2020,1,85509
635109,2020,1,80309
600100,2020,1,78806
602105,2020,1,77276
600003,2020,1,74485
635126,2020,1,67464
600056,2020,1,67263
600053,2020,1,62400
600042,2020,1,61417
600116,2020,1,60816
chennai,2020,2,1436722
thiruvallur,2020,2,1140330
chengalpattu,2020,2,979769
coimbatore,2020,2,958191
kancheepuram,2020,2,678899
tiruppur,2020,2,550609
salem,2020,2,499360
madurai,2020,2,456527
krishnagiri,2020,2,424184
tiruchirappalli,2020,2,383178
641602,2020,2,95158
635109,2020,2,87458
600100,2020,2,83667
602105,2020,2,82779
600003,2020,2,77789
635126,2020,2,73063
600056,2020,2,72281
600053,2020,2,67058
600116,2020,2,65439
600042,2020,2,64796
chennai,2020,3,1566152
thiruvallur,2020,3,1260923
coimbatore,2020,3,1073680
chengalpattu,2020,3,1064263
kancheepuram,2020,3,744437
tiruppur,2020,3,625391
salem,2020,3,564858
madurai,2020,3,516447
krishnagiri,2020,3,480568
tiruchirappalli,2020,3,433221
641602,2020,3,107812
635109,2020,3,97699
602105,2020,3,90254
600100,2020,3,90250
600003,2020,3,81870
635126,2020,3,80964
600056,2020,3,78968
600053,2020,3,73528
600116,2020,3,71557
600042,2020,3,69297
chennai,2020,4,1731527
thiruvallur,2020,4,1408348
coimbatore,2020,4,1205249
chengalpattu,2020,4,1170720
kancheepuram,2020,4,829207
tiruppur,2020,4,710489
salem,2020,4,638883
madurai,2020,4,582252
krishnagiri,2020,4,545815
tiruchirappalli,2020,4,487716
641602,2020,4,121857
635109,2020,4,110280
602105,2020,4,100634
600100,2020,4,98526
635126,2020,4,90075
600003,2020,4,87638
600056,2020,4,87572
600053,2020,4,81716
600116,2020,4,79368
600042,2020,4,75433
chennai,2021,1,1865001
thiruvallur,2021,1,1522407
coimbatore,2021,1,1304141
chengalpattu,2021,1,1259678
kancheepuram,2021,1,895950
tiruppur,2021,1,772074
salem,2021,1,693137
madurai,2021,1,630685
krishnagiri,2021,1,592655
tiruchirappalli,2021,1,527667
641602,2021,1,132560
635109,2021,1,119256
602105,2021,1,109002
600100,2021,1,105601
635126,2021,1,97362
600056,2021,1,94311
600003,2021,1,93539
600053,2021,1,88146
600116,2021,1,85493
600042,2021,1,80853
chennai,2021,2,1988355
thiruvallur,2021,2,1626966
coimbatore,2021,2,1393621
chengalpattu,2021,2,1344163
kancheepuram,2021,2,957182
tiruppur,2021,2,828168
salem,2021,2,742566
madurai,2021,2,675035
krishnagiri,2021,2,635191
tiruchirappalli,2021,2,565156
641602,2021,2,141899
635109,2021,2,127444
602105,2021,2,116613
600100,2021,2,112485
635126,2021,2,103999
600056,2021,2,100579
600003,2021,2,99585
600053,2021,2,94042
600116,2021,2,91189
600042,2021,2,86035
chennai,2021,3,2124347
thiruvallur,2021,3,1744228
coimbatore,2021,3,1494350
chengalpattu,2021,3,1438295
kancheepuram,2021,3,1025651
tiruppur,2021,3,891753
salem,2021,3,798213
madurai,2021,3,725021
krishnagiri,2021,3,683549
tiruchirappalli,2021,3,607438
641602,2021,3,152392
635109,2021,3,136599
602105,2021,3,125331
600100,2021,3,120046
635126,2021,3,111400
600056,2021,3,107501
600003,2021,3,106261
600053,2021,3,100637
600116,2021,3,97574
600042,2021,3,91756
chennai,2021,4,2261346
thiruvallur,2021,4,1860992
coimbatore,2021,4,1594082
chengalpattu,2021,4,1532535
kancheepuram,2021,4,1094222
tiruppur,2021,4,954674
salem,2021,4,853064
madurai,2021,4,774490
krishnagiri,2021,4,731018
tiruchirappalli,2021,4,649095
641602,2021,4,162911
635109,2021,4,145634
602105,2021,4,133972
600100,2021,4,127705
635126,2021,4,118854
600056,2021,4,114499
600003,2021,4,113049
600053,2021,4,107237
600116,2021,4,103946
600042,2021,4,97578
chennai,2022,1,2388315
thiruvallur,2022,1,1970646
coimbatore,2022,1,1687096
chengalpattu,2022,1,1621177
kancheepuram,2022,1,1158719
tiruppur,2022,1,1014036
salem,2022,1,905104
madurai,2022,1,820952
krishnagiri,2022,1,776101
tiruchirappalli,2022,1,688562
641602,2022,1,172812
635109,2022,1,154260
602105,2022,1,142269
600100,2022,1,134860
635126,2022,1,125806
600056,2022,1,121108
600003,2022,1,119226
600053,2022,1,113418
600116,2022,1,109830
600042,2022,1,102844
chennai,2022,2,2509588
thiruvallur,2022,2,2075274
coimbatore,2022,2,1775760
chengalpattu,2022,2,1704864
kancheepuram,2022,2,1220237
tiruppur,2022,2,1070480
salem,2022,2,954155
madurai,2022,2,864806
krishnagiri,2022,2,818552
tiruchirappalli,2022,2,725751
641602,2022,2,182250
635109,2022,2,162465
602105,2022,2,150085
